username,tweet,waktu,likes,retweets,replies,tweet_link
"𝗔𝗹𝗶𝘀𝗷𝗮𝗵𝗯𝗮𝗻𝗮, 𝗥𝗮𝗵𝘆𝗮𝗻𝗮.","𝗔𝗹𝗶𝘀𝗷𝗮𝗵𝗯𝗮𝗻𝗮, 𝗥𝗮𝗵𝘆𝗮𝗻𝗮. 𝗔𝗹𝗶𝘀𝗷𝗮𝗵𝗯𝗮𝗻𝗮, 𝗥𝗮𝗵𝘆𝗮𝗻𝗮. @artcery · Parody account @artcery ⠀

Bukan tanpa sebab. Abinaya ingin mencari  udara  segar, setelah beberapa minggu terakhir ia sibuk bekerja, dan  udara  Jakarta dipenuhi  polusi  populasinya yang terlalu banyak.

Alhasil, taman kota yang terletak di tepi sungai menjadi tujuannya.

⠀ 1 1 1 12 12 12",26-12-2024 11:10,0,0,0,https://x.com/artcery/status/1872132845059313991
fabyyyy,"fabyyyy fabyyyy @fransiscafaby · @fransiscafaby Green Tea Extract sendiri , kaya akan antioksidan sehingga dapat menangkal radikal bebas dan  polusi udara  di sekitar kita. Selain itu, bermanfaat juga sebagai anti bakteri, sehingga dapat membantu mencegah timbulnya jerawat pada kulit. 1 1 1 47 47 47",26-12-2024 11:07,0,0,0,https://x.com/fransiscafaby/status/1872132188759879729
polusi jakarta terkini,polusi jakarta terkini polusi jakarta terkini @Polusi_udara78 · @Polusi_udara78 Data rekapan  polusi udara  Jakarta secara harian.. kawal terus tanpa henti  polusi udara  Jakarta yaa besti.. GBU  1 1 1 20 20 20,26-12-2024 01:17,0,0,0,https://x.com/Polusi_udara78/status/1871983624981254307
mya,"mya mya @myathomasy · @CNNIndonesia Wah, keren banget nih inovasi taksi listrik. Semoga bisa membantu mengurangi  polusi udara  di Indonesia! 17 17 17",26-12-2024 00:20,0,0,0,https://x.com/myathomasy/status/1871969194566426796
polusi jakarta terkini,polusi jakarta terkini polusi jakarta terkini @Polusi_udara78 · @Polusi_udara78 Dlm keadaan kelembapan tinggi sangat pantang sebenernya jika asap hasil bakaran apa pun itu tinggi/ banyak. Hal ini Akan membuat  udara  semakin beracun saja  1 1 1 1 1 1 17 17 17,26-12-2024 00:11,0,0,0,https://x.com/Polusi_udara78/status/1871967033056985320
polusi jakarta terkini,polusi jakarta terkini polusi jakarta terkini @Polusi_udara78 · @Polusi_udara78 Uda 2 hari  polusi udara  menjelang pergantian hari selalu memburuk.. tolong stop lah bakar sampah.. semua ini tindakan/ perbuatan yg salah.. ke arah bandara soeta dipinggir toll yg bakar sampah byk bgt titik nya.. mengapa pengawasan akan hal ini tdk di tingkatkan? Ciut yaa??  1 1 1 2 2 2 31 31 31,26-12-2024 00:08,0,0,0,https://x.com/Polusi_udara78/status/1871966374387757327
Laz,"Laz Laz @Lazcatalina · @ko22IT and and @nabiylarisfa Nah, yang bikin gw kesel ada dikata akhir kalimat anda, ""Ambil jalan pintas"". 
Emang dasarnya pada males mikir aja. Polusi udara  jakarta: beli mobil listrik. 
Ekonomi lesu: kasih bansos.
Data warga ke hack: ""hacker jangan mencuri"" .
IKN ngak punya investor: PPN 12% 1 1 1 2 2 2 898 898 898",25-12-2024 23:05,0,0,0,https://x.com/Lazcatalina/status/1871950399604940845
bé,"bé bé @wtfdel · Tadinya udah ku bookmark. Tapi setelah tau kakaknya ternyata tinggal di jepang kayaknya yg bikin mukannya jadi bagus juga karna  udara  disana ga banyak  polusi  kayak disini gak sih? 
Udah skincarenya bagus  udara  disono jg bagus. meli roti meli roti @meliccia ·  skincare routine that made my skin super plump! 

pic 1 is before, and pic 2 is after. both no make up (MAAP BINTITAN)   x.com/cemtill/status… 150 150 150",25-12-2024 22:59,0,0,0,https://x.com/wtfdel/status/1871948865483768116
Hafez Gojali,"Hafez Gojali Hafez Gojali @Hafez_Tawon · @eigeradventure Menggunakan jaket saat sedang touring bisa membantu ku  tetap hangat dan nyaman. Dengan begitu, berkendara akan semakin optimal. Juga Menjaga suhu dingin pada tubuh serta Memberikan perlindungan tubuh dari  polusi udara  dan kotoran di jalan #EIGERRewind2024 52 52 52",25-12-2024 19:41,0,0,0,https://x.com/Hafez_Tawon/status/1871899132635562382
L,L L @sweetcheese03 · @padukajww penyumbang  polusi  u dara  fr 24 24 24,25-12-2024 18:35,0,0,0,https://x.com/sweetcheese03/status/1871882544721105005
Muzdalifah Mudaim,"Muzdalifah Mudaim Muzdalifah Mudaim @muzdalifahmm · Suasana dingin mencekam, reruntuhan terjadi dimana-mana,  udara  yang bercampur dengan  polusi  suara sehingga membuat sesak kami untuk bernapas. 32 32 32",25-12-2024 15:40,0,0,0,https://x.com/muzdalifahmm/status/1871838523604763007
xixixi,"xixixi xixixi @lelegorenglalap · Untuk yg suka karoke di rmhnya, ingat kodong ada tetanggamu. Bukan ko tinggal di hutan. Dikira dunia punyanya.  Polusi udara  ko cok 13 13 13",25-12-2024 15:28,0,0,0,https://x.com/lelegorenglalap/status/1871835396826677441
Adipati Karno,"Adipati Karno Adipati Karno @adipat1_karno · @resha_wk @aboncobra and and @hashaanaa Jadi bagaimana cara kasih penjelasan terkait angin yang didak bibatasi teritori/wilayah sehingga  polusi udara  yang terjadi di suatu wilayah belum tentu sumber pencemarnya berada di wilayah bersangkutan, dengan bahasa yang jauh lebih sederhana dari ""angin yang tidak punya KTP?"" 1 1 1 48 48 48",25-12-2024 14:20,0,0,0,https://x.com/adipat1_karno/status/1871818317176119740
Kompas Muda,"Kompas Muda Kompas Muda @kompasmuda · Hujan dan angin sepanjang Desember 2024 dinilai menjadi faktor pendorong turunnya tingkat  polusi udara , terutama PM 2,5, di wilayah Jakarta.  #Metro #AdadiKompas https:// -udara-jakarta-berkurang-sepanjang-desember …  utm_source=twitter&utm_medium=post&utm_campaign=soc_kompasmuda_metro_auto_traffic kompas.id kompas.id Polusi Udara Jakarta Berkurang Sepanjang Desember Polusi Udara Jakarta Berkurang Sepanjang Desember Hujan dan angin sepanjang Desember 2024 dinilai menjadi faktor pendorong turunnya tingkat polusi udara, terutama PM 2,5, di wilayah Jakarta. Hujan dan angin sepanjang Desember 2024 dinilai menjadi faktor pendorong turunnya tingkat polusi udara, terutama PM 2,5, di wilayah Jakarta. 108 108 108",25-12-2024 13:52,0,0,0,https://x.com/kompasmuda/status/1871811330224668966
𐙚 조민지 ༄,"𐙚 조민지 ༄ 𐙚 조민지 ༄ @spacesgrl · @spacesgrl ㅤㅤ 

Phoebe menarik napas panjang, asap rokok murah mengepul di  udara  Jakarta yang lembap. Cahaya neon klub malam di seberang jalan memantul di matanya yang sayu. Bau rempah-rempah dan  polusi  bercampur menjadi satu, menciptakan aroma khas ibukota yang terasa menyesakkan.

ㅤㅤ 1 1 1 48 48 48",25-12-2024 11:25,0,0,0,https://x.com/spacesgrl/status/1871774302925930730
Cari Agama Baru,"Cari Agama Baru Cari Agama Baru @AHLi_AGAMA · @FayaAtika and and @prabowo PIK tidak ada muslim, sebaiknya tidak perlu dibangun masjid dan suara azan, membuat  polusi udara  dan jelek dimata penduduk disana, nanti harga rumahnya turun gara2 ada suara  polusi  azan maghrib tiap hari. 1 1 1 35 35 35",25-12-2024 10:00,0,0,0,https://x.com/AHLi_AGAMA/status/1871752764382232729
Ram,"Ram Ram @saya_orangthx · gue iri bgtt sama org"" yg bisa jalan kaki jauh dengan pemandangan bagus dan  udara  yg segar, apalah daya gue yg hidup di negeri yg dimana trotoar nya udh amburadul, jangan berharap dapat  udara  segar juga karena udh pasti  polusi  yg lebih mendominasi 11 11 11",25-12-2024 09:07,0,0,0,https://x.com/saya_orangthx/status/1871739626765127972
beritaterbaru jogja,beritaterbaru jogja beritaterbaru jogja @BeriBeritaJogja · Tips Kecantikan: Cara Melindungi Kulit dari  Polusi  Udaraurl= koran-jogja.com koran-jogja.com Tips Kecantikan: Cara Melindungi Kulit dari Polusi Udara - Koran Jogja Tips Kecantikan: Cara Melindungi Kulit dari Polusi Udara - Koran Jogja Koran Jogja Tips Kecantikan: Cara Melindungi Kulit dari Polusi Udara Lifestyle - Koran Jogja Tips Kecantikan: Cara Melindungi Kulit dari Polusi Udara Lifestyle - 20 20 20,25-12-2024 09:04,0,0,0,https://x.com/BeriBeritaJogja/status/1871738703695278105
Haji News,"Haji News Haji News @hajinewsonline · Menghilangkan Racun dalam Tubuh dengan Rajin Mengonsumsi 4 Minuman Ini Polusi udara , rokok, serta konsumsi berbagai makanan dan minuman yang tidak sehat dapat menyebabkan penumpukan racun dalam tubuh.  https:// ghilangkan-racun-dalam-tubuh-dengan-rajin-mengonsumsi-4-minuman-ini/ … #racun #hajinews hajinews.co.id hajinews.co.id Menghilangkan Racun dalam Tubuh dengan Rajin Mengonsumsi 4 Minuman Ini Menghilangkan Racun dalam Tubuh dengan Rajin Mengonsumsi 4 Minuman Ini Polusi udara, rokok, serta konsumsi berbagai makanan dan minuman yang tidak sehat dapat menyebabkan penumpukan racun Polusi udara, rokok, serta konsumsi berbagai makanan dan minuman yang tidak sehat dapat menyebabkan penumpukan racun 14 14 14",25-12-2024 09:03,0,0,0,https://x.com/hajinewsonline/status/1871738405618692234
Ndoro Kakung,"Ndoro Kakung Ndoro Kakung @ndorokakung · Setelah setahun keputusan keluar, apakah sudah ada penelitian efektivitas pemasangan water mist untuk turunkan  polusi udara  di Jakarta? cnbcindonesia.com cnbcindonesia.com Polusi Parah, Gedung Tinggi Wajib Pasang Water Mist Rp50 Juta Polusi Parah, Gedung Tinggi Wajib Pasang Water Mist Rp50 Juta Pemprov DKI Jakarta mewajibkan pemilik gedung tinggi memasang water mist Rp 50 juta.  Pemprov DKI Jakarta mewajibkan pemilik gedung tinggi memasang water mist Rp 50 juta.  1 1 1 1 1 1 1K 1K 1K",25-12-2024 08:38,0,0,0,https://x.com/ndorokakung/status/1871732208408621155
t-e,"t-e t-e @sosocialvegan · seringkali banyak orang (kita) ngga menyadari bahwa masalah sistematis yg berulang, masalah di sekitar kita seperti banjir, harga barang naik, stunting, pendidikan jelek,  polusi udara  dan sebagainya adalah efek dari siapa yg kita pilih 5 tahun sekali itu. be wise 66 66 66",25-12-2024 04:26,0,0,0,https://x.com/sosocialvegan/status/1871668858588901868
polusi jakarta terkini,"polusi jakarta terkini polusi jakarta terkini @Polusi_udara78 · @Polusi_udara78 Data  polusi udara  24 jam Jakarta hari selasa.. 24 jam  polusi udara  di hari ini keadaannya baik.. terima kasih Jakarta  polusi jakarta terkini polusi jakarta terkini @Polusi_udara78 · #Asean #Asean #Fifa #Fifa #trending #trending #southeastAsia #southeastAsia #BakarSampah #BakarSampah #Smog #Smog #PM25 #PM25 #Jakarta #Jakarta #AirPollution #AirPollution #apartemen #apartemen #KendalikanAsapPLTU #KendalikanAsapPLTU  
Selasa 24/12/2024
1:42 am poluso udara kemayoran telah mereda di pukul 1am setelah turun hujan dadakan yg cukup besar. Terima kasih Tuhan. Hukumlah para pelaku 1 1 1 1 1 1 31 31 31",25-12-2024 03:35,0,0,0,https://x.com/Polusi_udara78/status/1871655949326581789
polusi jakarta terkini,"polusi jakarta terkini polusi jakarta terkini @Polusi_udara78 · #Asean #Fifa #trending #southeastAsia #BakarSampah #Smog #PM25 #Jakarta #AirPollution #apartemen #KendalikanAsapPLTU  
Rabu 25/12/2024 
3:26 am  polusi udara  jakarta terpantau dlm keadaan yg baik  1 1 1 1 1 1 2 2 2 95 95 95",25-12-2024 03:26,0,0,0,https://x.com/Polusi_udara78/status/1871653799905133025
polusi jakarta terkini,"polusi jakarta terkini polusi jakarta terkini @Polusi_udara78 · @Polusi_udara78 @infoBMKG and 2 others Jaga dan rawat agar  polusi udara s elalu di dlm keadaam yg ideal   baik dan juga sehat 
Terima kasih Jakarta 1 1 1 2 2 2 16 16 16",24-12-2024 23:20,0,0,0,https://x.com/Polusi_udara78/status/1871591867344966018
Quotes,"Quotes Quotes @quothetics · @quothetics Mencegah Kerusakan Kulit
Kerusakan kulit merupakan salah satu masalah kesehatan yang umum terjadi. Kerusakan kulit dapat disebabkan oleh berbagai faktor, seperti paparan sinar matahari,  polusi udara , dan stres oksidatif. Kerusakan kulit dapat menyebabkan berbagai masalah Show more 1 1 1 1 1 1 63 63 63",24-12-2024 22:22,0,0,0,https://x.com/quothetics/status/1871577264657502211
Adeeva Mahirah,"Adeeva Mahirah Adeeva Mahirah @adeevamahirah · @adeevamahirah 8. Pembersih  Polusi Udara :

 Tanaman ini mampu menyerap polutan melalui proses fitoremediasi, membantu membersihkan  udara . 1 1 1 40 40 40",24-12-2024 21:20,0,0,0,https://x.com/adeevamahirah/status/1871561545702158678
polusi jakarta terkini,polusi jakarta terkini polusi jakarta terkini @Polusi_udara78 · @Polusi_udara78 @infoBMKG and 2 others Ngeberesin masalah  polusi udara  tdk di butuhkan modif cuaca.. yg di perlukan itu adalah stop bakar sampah ilegal- pabrik dan PLTU wajib beli dan gunakan setiap saat filter asap yg seharga 8M itu tidak boleh di lepas. Rusak ganti beli baru pasang lagii.. bgtu aja sdh tepat 1 1 1 2 2 2 56 56 56,24-12-2024 19:40,0,0,0,https://x.com/Polusi_udara78/status/1871536438694891903
#1 장난쳐 truther,#1 장난쳐 truther #1 장난쳐 truther @jeonginaerox · oh begini meghirup  udara  tanpa  polusi  dem maudeh tiap hari di sini 96 96 96,24-12-2024 19:35,0,0,0,https://x.com/jeonginaerox/status/1871535253296484709
Bintang,"Bintang Bintang @tang__kira · @tang__kira Hotpack yang dibuang ke tempat sampah akan berakhir menumpuk di TPA atau dibakar. Saat dibakar, bahan-bahan yang digunakan sebagai isi hotpack akan melepaskan zat yang menyebabkan  polusi udara . Jika ditimbun begitu saja, sampahnya akan mencemari tanah. 1 1 1 2 2 2 20 20 20 6.9K 6.9K 6.9K",24-12-2024 18:39,0,0,0,https://x.com/tang__kira/status/1871521039169323482
chubby,"chubby chubby @djedjeandrea · Commentary account @DjatiRamajatayu Bukan  polusi  tapi air hujannya yang asam, jadi air hujannya tidak sehat. Itu yang bikin  udara  terkontaminasi oleh zat asam dari air hujan, daerahku kan kampung, di kampung aja sampai kualitas indeks udaranya 144. 1 1 1 24 24 24",24-12-2024 16:34,0,0,0,https://x.com/djedjeandrea/status/1871489627737276785
Pinterpolitik.com,Pinterpolitik.com Pinterpolitik.com @pinterpolitik · Menurut kalian kebijakan apa yang perlu dilakukan Pak Pramono dan Bang Doel agar mengurangi  polusi udara  di Jakarta? Share di kolom komentar ya!  #pramonoanung #ranokarno #polusi #jakarta #beijing #reels #shorts #pinterpolitik #beritapolitik #fyp #foryoupage #foryourpage 140 140 140,24-12-2024 14:45,0,0,0,https://x.com/pinterpolitik/status/1871462061953163402
polusi jakarta terkini,polusi jakarta terkini polusi jakarta terkini @Polusi_udara78 · @Polusi_udara78 @infoBMKG and 2 others Orang pontianak juga uda mulai care dan waspada terhadap pelepasan chantrail sprti ini.. team  polusi udara  dr pontianak menginfokan hal buruk inibtelah terjadi di kota nya. Tar kalau sakit disebutnya efek perubahan cuaca. Parahh 1 1 1 2 2 2 31 31 31,24-12-2024 14:34,0,0,0,https://x.com/Polusi_udara78/status/1871459439531958485
dika,"dika dika @wzardkaka · PINDO DELI ADA AJA GEBRAKANNYA

kemarin pernah keracunan  polusi udara , ini HSEnya gimana dah  @usabperning_ · @usabperning_ @usabperning_ and @PRFMnews @PRFMnews Sopir (WAWAN GUNAWAN) berangkat sendiri tanpa ditemani kernet dari Karawang dari PT PINDO DELI ( produsen kertas kimia  ) mengemudikan mobil Tangki merk Hino kapasitas tangki 20 Ton berisikan Cairan Kimia Coustic soda Liquid menuju ke CV. YASINDO MULTI PRATAMA di daerah andir 6 6 6 722 722 722",24-12-2024 14:25,0,0,0,https://x.com/wzardkaka/status/1871457154630291899
polusi jakarta terkini,polusi jakarta terkini polusi jakarta terkini @Polusi_udara78 · @Polusi_udara78 @infoBMKG and 2 others Catat dgn baik jika  udara  jakarta tdk di cemari dgn sengaja..  polusi udara  jakarta bisa loh sebaik ini. Baik itu angin muson timur keadaannya kemarau blum hujan. Dan pd saat muson barat- keadaannya musim hujan. Ada nih data nya lengkap? Gimana guys uda upgrade kecerdasan ga ? 1 1 1 2 2 2 54 54 54,24-12-2024 14:16,0,0,0,https://x.com/Polusi_udara78/status/1871454829853520322
Nabila Bella,"Nabila Bella Nabila Bella @Bella11_06 · [Flash Sale before 24/12] Masker Duckbill FM Dewasa 3PLY, isi 50pcs/box! Efektif mencegah penularan virus, debu, dan  polusi udara .  https:// 25 25 25",24-12-2024 00:08,0,0,0,https://x.com/Bella11_06/status/1871241371664957485
polusi jakarta terkini,polusi jakarta terkini polusi jakarta terkini @Polusi_udara78 · @Polusi_udara78 @infoBMKG and 2 others Menyedihkan  polusi udara  yg terjadi saat ini yaa.. bener2 bencana yg di rencanakan secara masif unt terjadi kembali.. kog jd manusia jahat bener ya kalian. Uda sama persis 11-12 dgn orang2 dr israel yg ngebantai orang palestina.. parah kalian anjjiirrrr 1 1 1 2 2 2 32 32 32,23-12-2024 23:21,0,0,0,https://x.com/Polusi_udara78/status/1871229637596229782
semen,semen semen @kronapen · benefit jadi pelaut itu bisa melihat ribuan bintang dan planet tanpa  polusi udara 25 25 25,23-12-2024 23:04,0,0,0,https://x.com/kronapen/status/1871225439605395740
Virusmusrik88,"Virusmusrik88 Virusmusrik88 @Virusmusrik · @Virusmusrik 6. Melindungi Kesehatan Rambut
Poin yang satu ini adalah . Pasalnya sinar matahari,  polusi , debu dan berbagai gangguan yang terdapat di  udara  dapat mengakibatkan masalah untuk kesehatan rambut. Sebut saja masalah rambut rontok, ketombe dan rambut bercabang seringkali ditimbulkan Show more 1 1 1 78 78 78",23-12-2024 23:02,0,0,0,https://x.com/Virusmusrik/status/1871224912037458376
polusi jakarta terkini,polusi jakarta terkini polusi jakarta terkini @Polusi_udara78 · @prabowo Polusi udara  Jakarta kembali meningkat sangat tinggi dgn cara disengaja.. kejahatan yg berulang. Bakar sampah dan asap beracunnya terbawa angin ke seluruh kota jakarta. Angin dr barat. Bakar sampahnya di barat. Sampai ketimur terpapar asap  polusi udara  deh penduduk jakarta polusi jakarta terkini polusi jakarta terkini @Polusi_udara78 · @Polusi_udara78 @Polusi_udara78 @infoBMKG @infoBMKG and 2 others Mengapa kejahatan ini berulang kembali ?? Emang bangsat nih para pembuat polusi udara. Kacauu  1 1 1 58 58 58,23-12-2024 21:21,0,0,0,https://x.com/Polusi_udara78/status/1871199537496465808
polusi jakarta terkini,polusi jakarta terkini polusi jakarta terkini @Polusi_udara78 · @Polusi_udara78 @infoBMKG and 2 others Mengapa kejahatan ini berulang kembali ?? Emang bangsat nih para pembuat p olusi  u dara.  Kacauu  1 1 1 1 1 1 2 2 2 78 78 78,23-12-2024 21:20,0,0,0,https://x.com/Polusi_udara78/status/1871199133220110703
페리 안딕 리아디,페리 안딕 리아디 페리 안딕 리아디 @perand_r · @dinulfadli_ Mungkin in pengaruh dari kondisi lingkungan terutama keadaan bumi yg lgi parah²nya pemanasan global sehuingga si bayi yg kelahiran 2001-2005 langsung terkena efek pemanasan Bumi itu sendiri ditambah  polusi udara  dan pencemaran air sungai jdi penyebabnya. Hanya konsprasi belaka 20 20 20,23-12-2024 21:19,0,0,0,https://x.com/perand_r/status/1871198881423520254
polusi jakarta terkini,polusi jakarta terkini polusi jakarta terkini @Polusi_udara78 · @Polusi_udara78 @infoBMKG and 2 others Ada apa di sisi barat dan selatan jakarta. Menghasilkan asap byk bener.. terdorong angin terbawa ke timur ke arah ancol hingga ke kemayoran.. mengerikan  polusi udara  buatannya yaa.. ini asap bakar sampah yg di sengaja. Mengerikan parahh 1 1 1 2 2 2 49 49 49,23-12-2024 21:14,0,0,0,https://x.com/Polusi_udara78/status/1871197679851835637
𝓵𝓮𝔂𝓪𝓪⋆𐙚,"𝓵𝓮𝔂𝓪𝓪⋆𐙚 𝓵𝓮𝔂𝓪𝓪⋆𐙚 @sunnimnee · mau merasakan  udara  gunung lagi deh, aku udah banyak kena  polusi  disini 5 5 5 211 211 211",23-12-2024 20:44,0,0,0,https://x.com/sunnimnee/status/1871190263709983033
Enricko hills,Enricko hills Enricko hills @hilssenricko · Polusi udara  merupakan faktor risiko utama untuk penyakit paru-paru dan pernapasan.  #senin #kesehatan  | AXA Mandiri |  #axamandiri #amanterlindungi @AXA_Mandiri 17 17 17,23-12-2024 20:13,0,0,0,https://x.com/hilssenricko/status/1871182239482142920
Jeffan Rodriguez,Jeffan Rodriguez Jeffan Rodriguez @Jeffanguez · Polusi udara  merupakan faktor risiko utama untuk penyakit paru-paru dan pernapasan.  #senin #kesehatan  | AXA Mandiri |  #axamandiri #amanterlindungi @AXA_Mandiri 14 14 14,23-12-2024 17:07,0,0,0,https://x.com/Jeffanguez/status/1871135420135919940
Anggi Widya Utomo,"Anggi Widya Utomo Anggi Widya Utomo @anggiutomo · Sabun, shampo, pasta gigi dan vitamin naik. Kebutuhan utama warganya agar hidup sehat dan bersih aja ternyata kena pajak 12%. Itu bukan barang mewah setiap hari polutan nempel di baju dan badan belum lagi kena ispa karena  polusi udara  yang pemerintah engga becus atasi. 72 72 72",23-12-2024 16:07,0,0,0,https://x.com/anggiutomo/status/1871120334222688567
𝓷𝓪𝓷༶❀,"𝓷𝓪𝓷༶❀ 𝓷𝓪𝓷༶❀ @meeowcad · @unsoedmfs Banyak tikus ukuran gede? Soalnya aku ngalamin byk tikus seukuran anak kucing yg byk ya baru di sini nderr, daerahku aja yg byk sawah jrg tikus segede itu. Tambah panas juga skrg pwt, asep sate klo malem jg bisa isu lingkungan kan.. polusi udara 1 1 1 1 1 1 40 40 40 1.5K 1.5K 1.5K",23-12-2024 15:57,0,0,0,https://x.com/meeowcad/status/1871117974461194545
blank,"blank blank @navygraay · @squidawkwards  mantap betul si depok ini, juara 1  polusi udara  terburuk. pindah kemana ya enaknya 1 1 1 78 78 78",23-12-2024 15:11,0,0,0,https://x.com/navygraay/status/1871106280666128746
"Pre-4D, Prince","Pre-4D, Prince Pre-4D, Prince @pra_not_draw · @neohistoria_id Sekarang ini, masalahnya  polusi udara , terutama karena bahan logam berat di kertas bakar, yang buruk ke kesehatan. Altar pembakar sekarang sedang didesain untuk meminimalisir  polusi  bebas, mungkin? 52 52 52",23-12-2024 14:32,0,0,0,https://x.com/pra_not_draw/status/1871096589990907994
"Ryan, PhD (Candidate)","Ryan, PhD (Candidate) Ryan, PhD (Candidate) @soendale · Yang paling penting tuh, beneran 95 sama 97. Gak diakalin. Bahan bakarnya beneran bagus,  polusi  yg dikeluarin pun lebih ""eco-friendly"". Sadar ga sadar kualitas  udara  disini pun JAUH lebih baik karena bbm yg berkualitas. Stand With Palestine Stand With Palestine @Fhxx96 · @nyamukbtina @nyamukbtina and @MorphoMenelausX @MorphoMenelausX Ron97 minyak berkualitas yg tak disubsidi hanya RON95 aja yg disubsidikan 1 1 1 3 3 3 1K 1K 1K",23-12-2024 13:41,0,0,0,https://x.com/soendale/status/1871083740916813938
PPID Bappelitbangda,"PPID Bappelitbangda PPID Bappelitbangda @PBappelitbangda · #sahabatpembangunan Musim hujan dapat memberikan efek yang signifikan pada kesehatan manusia. Pada satu sisi, hujan dapat membantu membersihkan  udara  dari  polusi  dan mengurangi suhu  udara  yang tinggi.

Berita Selengkapnya : https:// 1 1 1 12 12 12",23-12-2024 13:22,0,0,0,https://x.com/PBappelitbangda/status/1871079027387293918
Kodim 1431 Bombana,"Kodim 1431 Bombana Kodim 1431 Bombana @1431Kodim2004 · Babinsa Koramil 1431-03/Poleang, dipimpin oleh Sertu Mirdawan, melaksanakan kegiatan karbakbpenanaman pohon di Desa Toari, Kecamatan Poleang Barat, Kabupaten Bombana, sebagai upaya mencegah banjir dan  polusi udara . Kegiatan ini diikuti oleh aparat desa, warga masyarakat. 1 1 1 20 20 20",23-12-2024 12:38,0,0,0,https://x.com/1431Kodim2004/status/1871067948863107162
fasha,fasha fasha @vmfashaa · it feels so great to be back menghirup  udara  dengan  polusi  berat jakarta ini 160 160 160,23-12-2024 12:27,0,0,0,https://x.com/vmfashaa/status/1871065004025528620
,"@pochiknow · udh tidak menghirup  polusi udara  yg sama, semoga you had a good rest ya kemariiin 𝙁𝙡𝙚𝙘𝙝𝙖𝙯𝙤_𝙇𝙆 𝙁𝙡𝙚𝙘𝙝𝙖𝙯𝙤_𝙇𝙆 @Flechazo_1025 · 241223 ICN 입국 #Straykids #Straykids #스트레이키즈 #스트레이키즈 #Leeknow #Leeknow #리노 #리노 22 22 22",23-12-2024 10:19,0,0,0,https://x.com/pochiknow/status/1871032858011435516
polusi jakarta terkini,polusi jakarta terkini polusi jakarta terkini @Polusi_udara78 · @Polusi_udara78 @infoBMKG and 2 others Data lengkap  polusi udara  untuk hari ini selama 24 jam.  Polusi udara  Jakarta meningkat disebabkan oleh asap bakaran sampah plastik kabel aki bekas dan lain-lain. Sungguh kejam dan tidak berperikemanusiaan para pelaku membuat  polusi udara  ini 1 1 1 35 35 35,23-12-2024 00:55,0,0,0,https://x.com/Polusi_udara78/status/1870891020134895670
polusi jakarta terkini,"polusi jakarta terkini polusi jakarta terkini @Polusi_udara78 · @Polusi_udara78 @infoBMKG and 2 others Polusi udara  Jlt mendadak meningkat di pukul 11-12 pm 
Sewaktu hujan sedamg turun.  Polusi  berasal dr asap bakaran sampah ilegal.. mengerikan banget   bengis para pelaku pembakar samph ini tdk berPrikemanusiaan. Parah anjjiirrr 1 1 1 2 2 2 45 45 45",23-12-2024 00:40,0,0,0,https://x.com/Polusi_udara78/status/1870887053304713320
Dandi kurniawan,"Dandi kurniawan Dandi kurniawan @80fatamh99 · @jokowi Kalo udah bisa produksi sawit sebanyak itu, harusnya bisa juga bikin biodiesel 20 persen. Jadi bisa ngebantu kurangin  polusi udara  di Indonesia. 19 19 19",22-12-2024 23:40,0,0,0,https://x.com/80fatamh99/status/1870871971124445310
Quothetic,"Quothetic Quothetic @quoterandom05 · @quoterandom05 6. Meminimalkan risiko terkena penyakit kronis
Kandungan isoflavon yang ada di dalam tempe memiliki sifat antioksidan, sehingga dapat mengurangi bahaya oksidasi berkat kemampuannya dalam menetralkan senyawa radikal bebas, seperti  polusi udara  atau sinar.

Hal ini tentu baik untuk Show more 1 1 1 4 4 4 269 269 269",22-12-2024 22:52,0,0,0,https://x.com/quoterandom05/status/1870859905256894598
Virusmusrik88,"Virusmusrik88 Virusmusrik88 @Virusmusrik · @Virusmusrik 6. Adaptasi Gaya Hidup Modern
Gaya hidup modern yang sering kali penuh dengan stres,  polusi udara , dan paparan sinar UV membuat perawatan wajah semakin penting. Laki-laki yang peduli terhadap kesehatan dan penampilan mereka cenderung lebih sadar akan perlunya merawat kulit wajah 1 1 1 108 108 108",22-12-2024 21:02,0,0,0,https://x.com/Virusmusrik/status/1870832263224791466
Adi Ganteng,"Adi Ganteng Adi Ganteng @budaqkorporat · Tadi siang coba mampir ke Pluit, Jakut luar biasa gersangnya. Jalan banyak yg bolong,  polusi udara  (banyak debu), dan kalinya dari tahun ke tahun semakin hitam pekat.

Pemdanya ngapain aja di sana. Jalanan luar biasa macet, banyak motor lawan arah, masuk jalur TJ, ga pake helm. 1 1 1 83 83 83",22-12-2024 20:03,0,0,0,https://x.com/budaqkorporat/status/1870817396807827616
𝐉𝐚𝐜𝐢𝐫𝐚⭑.ᐟ,"𝐉𝐚𝐜𝐢𝐫𝐚⭑.ᐟ 𝐉𝐚𝐜𝐢𝐫𝐚⭑.ᐟ @jacirald · kentut mulu deh , bauk, polusi udara 31 31 31",22-12-2024 19:33,0,0,0,https://x.com/jacirald/status/1870809829981524459
your imagination,"your imagination your imagination @garrettcaramel · Parody account @dian_arifiya Wih yuk bisa yujk, biar  udara  gaada  polusi  lagii 6 6 6",22-12-2024 17:51,0,0,0,https://x.com/garrettcaramel/status/1870784216558162325
