id,username,tweet,text_clean,waktu,tweet_link
209,ns,"ns ns @superduperzzzz9 · @AzharSamsu1267 and and @txtdrbekasi Jadi  pencemaran air  mereka , hidup ga guna mati ga gitu na 545 545 545",ns ns  and and cemar air hidup ga mati ga gitu na,22-09-2024 11:35,https://x.com/superduperzzzz9/status/1837712305179840727
212,TRIBUN GORONTALO,"TRIBUN GORONTALO TRIBUN GORONTALO @Tribun_Gto · Perubahan ekosistem, penggundulan hutan,  pencemaran air , hingga degradasi lahan kini menjadi ancaman serius bagi keberlanjutan hidup di kawasan ini.  http:// #TribunGorontalo SIEJ Gorontalo Ajak Jurnalis dan Persma Kolaborasi Liputan Kerusakan Lingkungan - Tribun Gorontalo 46 46 46",tribun gorontalo tribun gorontalo gto  ubah ekosistem gundul hutan cemar air degradasi lahan ancam serius lanjut hidup kawasan siej gorontalo ajak jurnalis persma kolaborasi liput rusa lingkung tribun gorontalo,21-09-2024 17:27,https://x.com/Tribun_Gto/status/1837438513224339961
213,Bali Women Crisis Centre (BWCC),Bali Women Crisis Centre (BWCC) Bali Women Crisis Centre (BWCC) @LBHBWCC · @LBHBWCC Termasuk mendiskusikan solusi-solusi efektif untuk menangani permasalahan sampah atau sumber-sumber  pencemaran air  atau sungai agar tidak terjadi secara berulang terutama saat musim hujan. #bwcc #advokasi #aksesairbersih 40 40 40,bal women crisis centre bwcc bal women crisis centre bwcc  diskusi solusisolusi efektif tangan masalah sampah sumbersumber cemar air sungai ulang musim hujan,21-09-2024 13:43,https://x.com/LBHBWCC/status/1837382084874457439
214,Bali Women Crisis Centre (BWCC),"Bali Women Crisis Centre (BWCC) Bali Women Crisis Centre (BWCC) @LBHBWCC · @LBHBWCC FGD melibatkan berbagai pihak, seperti  @LBHBWCC , perwakilan pemerintah desa di beberapa wilayah, pihak desa adat dan subak. Kegiatan ini disambut positif oleh para pemangku kepentingan untuk membedah masalah  pencemaran air  di desa masing-masing. 1 1 1 23 23 23",bal women crisis centre bwcc bal women crisis centre bwcc  fgd libat wakil perintah desa wilayah desa adat subak giat sambut positif mang penting bedah cemar air desa masingmasing,21-09-2024 13:43,https://x.com/LBHBWCC/status/1837382082856735102
219,dion,dion dion @stressbngst · @fitriiyanr Aduh  pencemaran air  loh 2 2 2,dion dion  aduh cemar air loh,20-09-2024 11:29,https://x.com/stressbngst/status/1836986114021937587
225,Harian Metro,"Harian Metro Harian Metro @hmetromy · #JohorBahru  Kejadian ratusan ikan timbul di permukaan  air  di Sungai Rinting, Masai di sini, tiada kaitan dengan isu  pencemaran  sungai yang pernah melanda di beberapa sungai di sekitar bandar raya ini. hmetro.com.my hmetro.com.my Pencemaran air akibat kebakaran kilang, ratusan ikan 'timbul' di Sungai Rinting | Harian Metro Pencemaran air akibat kebakaran kilang, ratusan ikan 'timbul' di Sungai Rinting | Harian Metro Johor Bahru: Kejadian ratusan ikan timbul di permukaan air di Sungai Rinting, Masai di sini, tiada kaitan dengan isu pencemaran sungai yang pernah melanda di beberapa sungai di sekitar bandar raya... Johor Bahru: Kejadian ratusan ikan timbul di permukaan air di Sungai Rinting, Masai di sini, tiada kaitan dengan isu pencemaran sungai yang pernah melanda di beberapa sungai di sekitar bandar raya... 3 3 3 1.6K 1.6K 1.6K",hari metro hari metro  jadi ratus ikan timbul muka air sungai rinting masai tiada kait isu cemar sungai landa sungai bandar raya hmetrocommy hmetrocommy cemar air akibat bakar kilang ratus ikan timbul sungai rinting hari metro cemar air akibat bakar kilang ratus ikan timbul sungai rinting hari metro johor bahru jadi ratus ikan timbul muka air sungai rinting masai tiada kait isu cemar sungai landa sungai bandar raya johor bahru jadi ratus ikan timbul muka air sungai rinting masai tiada kait isu cemar sungai landa sungai bandar raya k k k,16-09-2024 20:35,https://x.com/hmetromy/status/1835673767693185145
226,Hollywood Hogan,"Hollywood Hogan Hollywood Hogan @hulkamaniaxcz · Bule bau krn jarang mandi maklum negara mereka lebih sejuk dan ga selembab di sini

Pajjeet udh negara nya lebih lembab & panas dibanding indo tiap hari konsumsi makanan yg berbau tajam  pencemaran air  di negara nya jg parah banget makanya mrk permanen bau nya  1 1 1 173 173 173",hollywood hogan hollywood hogan  bule bau krn jarang mandi maklum negara sejuk ga selembab pajjeet udh negara nya lembab panas banding indo konsumsi makan yg bau tajam cemar air negara nya jg parah banget mrk permanen bau nya,14-09-2024 15:58,https://x.com/hulkamaniaxcz/status/1834879449189544379
227,BERNAMA TV,BERNAMA TV BERNAMA TV @BernamaTV · #BuletinBernama  : Mesyuarat Majlis  Air  Negara bersetuju terhadap keperluan penubuhan satu jawatankuasa kerja bagi meneliti ancaman  pencemaran air  di negara ini.  #digitalbernamatv #pencemaranair #anwaribrahim facebook.com facebook.com 12 reactions | Jawatankuasa kerja akan ditubuh teliti ancaman... 12 reactions | Jawatankuasa kerja akan ditubuh teliti ancaman... #BuletinBernama : Mesyuarat Majlis Air Negara bersetuju terhadap keperluan penubuhan satu jawatankuasa kerja bagi meneliti ancaman pencemaran air di... #BuletinBernama : Mesyuarat Majlis Air Negara bersetuju terhadap keperluan penubuhan satu jawatankuasa kerja bagi meneliti ancaman pencemaran air di... 1 1 1 315 315 315,nama tv nama tv  mesyuarat majlis air negara tuju perlu tubuh jawatankuasa kerja teliti ancam cemar air negara facebookcom facebookcom reactions jawatankuasa kerja tubuh teliti ancam reactions jawatankuasa kerja tubuh teliti ancam mesyuarat majlis air negara tuju perlu tubuh jawatankuasa kerja teliti ancam cemar air mesyuarat majlis air negara tuju perlu tubuh jawatankuasa kerja teliti ancam cemar air,14-09-2024 11:26,https://x.com/BernamaTV/status/1834810852081647852
228,Malaysia Gazette,Malaysia Gazette Malaysia Gazette @MalaysiaGazette · Jawatankuasa Teliti Ancaman  Pencemaran Air #MGFlash #malaysiagazette malaysiagazette.com malaysiagazette.com Jawatankuasa Teliti Ancaman Pencemaran Air #MGFlash Jawatankuasa Teliti Ancaman Pencemaran Air #MGFlash Mesyuarat Majlis Air Negara bersetuju terhadap keperluan menubuhkan satu jawatankuasa kerja bagi meneliti ancaman pencemaran air di Malaysia dengan membabitkan semua pemegang taruh untuk memastikan... Mesyuarat Majlis Air Negara bersetuju terhadap keperluan menubuhkan satu jawatankuasa kerja bagi meneliti ancaman pencemaran air di Malaysia dengan membabitkan semua pemegang taruh untuk memastikan... 295 295 295,malaysia gazette malaysia gazette  jawatankuasa teliti ancam cemar air malaysiagazettecom malaysiagazettecom jawatankuasa teliti ancam cemar air jawatankuasa teliti ancam cemar air mesyuarat majlis air negara tuju perlu tubuh jawatankuasa kerja teliti ancam cemar air malaysia babit pegang taruh mesyuarat majlis air negara tuju perlu tubuh jawatankuasa kerja teliti ancam cemar air malaysia babit pegang taruh,14-09-2024 09:34,https://x.com/MalaysiaGazette/status/1834782782058631635
229,Malaysia Gazette,"Malaysia Gazette Malaysia Gazette @MalaysiaGazette · Jawatankuasa Teliti Ancaman  Pencemaran Air #MGFlash  

Mesyuarat Majlis  Air  Negara bersetuju terhadap keperluan menubuhkan satu jawatankuasa kerja bagi meneliti ancaman  pencemaran air  di Malaysia dengan membabitkan semua pemegang taruh untuk memastikan masalah itu dapat ditangani Show more 371 371 371",malaysia gazette malaysia gazette  jawatankuasa teliti ancam cemar air mesyuarat majlis air negara tuju perlu tubuh jawatankuasa kerja teliti ancam cemar air malaysia babit pegang taruh tangan show more,14-09-2024 09:32,https://x.com/MalaysiaGazette/status/1834782313584218218
230,Getaran,Getaran Getaran @getaranmy · Jawatankuasa Kerja Akan Ditubuh Untuk Teliti Ancaman  Pencemaran Air  - PM  http:// #getaranmy 48 48 48,getar getar  jawatankuasa kerja tubuh teliti ancam cemar air pm,14-09-2024 07:15,https://x.com/getaranmy/status/1834747782080680408
231,BERNAMA RADIO,BERNAMA RADIO BERNAMA RADIO @Bernama_Radio · #ICYMI  Jawatankuasa kerja akan ditubuh untuk teliti ancaman  pencemaran air  - PM  @anwaribrahim https:// =2340286 … 122 122 122,nama radio nama radio radio  jawatankuasa kerja tubuh teliti ancam cemar air pm ,14-09-2024 06:14,https://x.com/Bernama_Radio/status/1834732464138600586
232,BERNAMA,BERNAMA BERNAMA @bernamadotcom · Jawatankuasa kerja akan ditubuh untuk teliti ancaman  pencemaran air  - PM  @anwaribrahim https:// =2340286 … #BernamaNews 4 4 4 1.7K 1.7K 1.7K,nama nama  jawatankuasa kerja tubuh teliti ancam cemar air pm  k k k,13-09-2024 22:40,https://x.com/bernamadotcom/status/1834618286748889309
233,Free Malaysia Today,Free Malaysia Today Free Malaysia Today @fmtoday · Kerajaan akan tubuh jawatankuasa kerja teliti ancaman  pencemaran air #FMTNews #FMTBerita https:// a/tempatan/2024/09/13/kerajaan-akan-tubuh-jawatankuasa-kerja-teliti-ancaman-pencemaran-air?utm_source=twitter&utm_medium=share-button … 1 1 1 1 1 1 828 828 828,free malaysia today free malaysia today  raja tubuh jawatankuasa kerja teliti ancam cemar air atempatankerajaanakantubuhjawatankuasakerjatelitiancamanpencemaranairutmsourcetwitterutmmediumsharebutton ,13-09-2024 22:31,https://x.com/fmtoday/status/1834615831189430381
234,Harian Metro,Harian Metro Harian Metro @hmetromy · #KualaLumpur  Mesyuarat Majlis  Air  Negara hari ini bersetuju terhadap keperluan menubuhkan satu jawatankuasa kerja bagi meneliti ancaman  pencemaran air  di Malaysia dengan membabitkan semua pemegang taruh untuk memastikan masalah itu dapat ditangani segera. Jawatankuasa kerja akan ditubuh untuk teliti ancaman pencemaran air - PM | Harian Metro 1.4K 1.4K 1.4K,hari metro hari metro  mesyuarat majlis air negara tuju perlu tubuh jawatankuasa kerja teliti ancam cemar air malaysia babit pegang taruh tangan jawatankuasa kerja tubuh teliti ancam cemar air pm hari metro k k k,13-09-2024 22:31,https://x.com/hmetromy/status/1834615802341032133
236,Solok Selatan INFO,"Solok Selatan INFO Solok Selatan INFO @InfoSOLSEL · Kapolres Solsel Serius Tangani Ilegal Mining, Amankan 38 Tersangka Kurun waktu 2022-2024

Serius. Terkait aktifitas Penambangan emas ilegal yang sering kali mengakibatkan kerusakan lingkungan yang parah, erosi tanah,  pencemaran air , dan lain lain,... fokussumatera.com fokussumatera.com Kapolres Solsel Serius Tangani Ilegal Mining, Amankan 38 Tersangka Kurun waktu 2022-2024 Kapolres Solsel Serius Tangani Ilegal Mining, Amankan 38 Tersangka Kurun waktu 2022-2024 Kapolres Solok Selatan AKBP Arief Mukti S.A.S S.H., S.I.K., M.Si, saat penangkapan alat berat tambang ilegas dan himbauan larangan aktifitas... Kapolres Solok Selatan AKBP Arief Mukti S.A.S S.H., S.I.K., M.Si, saat penangkapan alat berat tambang ilegas dan himbauan larangan aktifitas... 11 11 11",solok selatan info solok selatan info  kapolres solsel serius tangan ilegal mining aman sangka kurun serius kait aktifitas tambang emas ilegal kali akibat rusa lingkung parah erosi tanah cemar air fokussumateracom fokussumateracom kapolres solsel serius tangan ilegal mining aman sangka kurun kapolres solsel serius tangan ilegal mining aman sangka kurun kapolres solok selatan akbp arief mukti sas sh sik msi tangkap alat berat tambang ilegas himbauan larang aktifitas kapolres solok selatan akbp arief mukti sas sh sik msi tangkap alat berat tambang ilegas himbauan larang aktifitas,13-09-2024 19:21,https://x.com/InfoSOLSEL/status/1834567988860666256
237,Majoriti,"Majoriti Majoriti @majoritionline · Kenakan tindakan berat kepada mereka yang terlibat! majoriti.com.my majoriti.com.my Pencemaran air: kenakan denda lebih tinggi, penjara — Safe Johor River Pencemaran air: kenakan denda lebih tinggi, penjara — Safe Johor River ISU pencemaran sungai di Johor Bahru telah lama berlaku lamanya ISU pencemaran sungai di Johor Bahru telah lama berlaku lamanya 22 22 22",majoriti majoriti  kena tindak berat libat majoriticommy majoriticommy cemar air kena denda penjara  safe johor river cemar air kena denda penjara  safe johor river isu cemar sungai johor bahru laku isu cemar sungai johor bahru laku,13-09-2024 13:34,https://x.com/majoritionline/status/1834480673312358764
239,BPTH Wilayah III Yogyakarta,"BPTH Wilayah III Yogyakarta BPTH Wilayah III Yogyakarta @bpthwilayah3 · @bpthwilayah3 Hadir sebagai pemateri dalam acara gelar wicara tersebut antara lain Kapus Standardisasi Instrumen Kualitas LH, Direktur Pencegahan Dampak Lingkungan Usaha dan Kegiatan, Perwakilan dari Direktorat Pengendalian  Pencemaran Air , dan Kapus Fasilitasi Penerapan Standar Instrumen. 1 1 1 23 23 23",bpth wilayah iii yogyakarta bpth wilayah iii yogyakarta  hadir materi acara gelar wicara kapus standardisasi instrumen kualitas lh direktur cegah dampak lingkung usaha giat wakil direktorat kendali cemar air kapus fasilitas terap standar instrumen,12-09-2024 08:21,https://x.com/bpthwilayah3/status/1834039710442009059
244,Marina Ibrahim,"Marina Ibrahim Marina Ibrahim @Marina_Ibrahims · Aku pergi dari susur sungai dari Senai untuk tengok jika ada tanda-tanda  pencemaran air .

Jumpa anggota JAS, mereka pun masih pusing dibeberapa kawasan untuk kenalpasti punca sebenar. 7 7 7 23 23 23 163 163 163 11K 11K 11K",marina ibrahim marina ibrahim ibrahims  pergi susur sungai sena tengok tandatanda cemar air jumpa anggota jas pusing beberapa kawasan kenalpasti punca benar k k k,09-09-2024 11:13,https://x.com/Marina_Ibrahims/status/1832995833509502988
245,Penerbit BRIN,"Penerbit BRIN Penerbit BRIN @penerbit_BRIN · @penerbit_BRIN Ruang lingkup dan fokus JTL:
- Teknologi Lingkungan
- Ilmu Lingkungan Sanitasi
- Biologi Lingkungan
- Pengolahan  Air  Limbah Pengolahan Limbah Padat
- Desain dan Manajemen Lingkungan
- Pengendalian  Pencemaran  Lingkungan
- Penilaian Dampak Lingkungan
- Konservasi Lingkungan 1 1 1 48 48 48",terbit brin terbit brin brin  brin ruang lingkup fokus jtl teknologi lingkung ilmu lingkung sanitasi biologi lingkung olah air limbah olah limbah padat desain manajemen lingkung kendali cemar lingkung nilai dampak lingkung konservasi lingkung,09-09-2024 11:09,https://x.com/penerbit_BRIN/status/1832994703329145279
246,Wazir Nuri,Wazir Nuri Wazir Nuri @WazirNuri · Sosialisasi Pengendalian  Pencemaran Air 12 12 12,wazir nuri wazir nuri  sosialisasi kendali cemar air,09-09-2024 10:56,https://x.com/WazirNuri/status/1832991426961187116
